reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e6e83e76-4c4e-4a87-91c7-83a55f7b1454,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sekarang tidak bisa komen di setiap komik deh,4,0,3.0.3,2025-02-24 12:34:04,,,3.0.3
96c0b35a-4356-4a20-9c74-e7a56c6e34cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-02-24 12:29:37,,,
dc400802-14c8-4ddf-b7bf-18c752257d63,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayan bagus aku juga pas baca lancar lancar aja.,5,0,3.5.4,2025-02-24 12:16:50,,,3.5.4
22715689-6e53-4340-8bbb-8c4c66daf0f3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagozz,tpi ngapa manhwa smut bisa lolos webtoon ya?",5,0,3.5.4,2025-02-24 12:15:18,,,3.5.4
c9e2e9ea-82a7-476e-8af3-6b9e4286d029,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus sih... Tp banyak author yg hiatus trus gk balik' jd kek gimana ya,4,0,3.5.1,2025-02-24 11:59:49,,,3.5.1
ba617ccd-b50a-4a05-a463-2497af825fd1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,3.1.4,2025-02-24 11:45:04,,,3.1.4
ea07d737-40ef-4bc2-b01c-c03f40a297e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-02-24 11:22:55,,,
f163d904-edd8-4f30-b069-77fe777f1d34,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat seru dan bagus banget,5,0,3.5.4,2025-02-24 11:21:18,,,3.5.4
399d2730-43ae-4cc5-bffd-f42cb9196b48,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,asik sekali,5,0,3.5.4,2025-02-24 11:18:07,,,3.5.4
2c1a5ecc-6a51-4a87-bbe9-d5476f4379c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi bagus ada semua cerita romantis nya bagus,5,0,,2025-02-24 10:49:04,,,
fc728eb7-b5dc-4701-8a08-30d090956d54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak cerita menarik dan bagus buat mengembalikan mood, aku kasih bintang 5!",5,0,3.5.1,2025-02-24 10:26:12,,,3.5.1
18b92fd8-b409-4cdd-94f9-d38c7569639b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ceritanya bagus bagus aku suka dan ceritaanya seru seru,4,0,3.5.4,2025-02-24 10:13:45,,,3.5.4
49320dd8-b5c9-41ec-9240-e1b12bef7cf6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus dan rekomendasi sih yang suka baca komikkkk😘,5,0,3.5.4,2025-02-24 10:05:50,,,3.5.4
5ff565f9-f75e-4fee-9fc9-e09020d165e9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BAGUS BGT PLSSS🫶🏻,5,0,3.5.3,2025-02-24 09:56:24,,,3.5.3
82235a95-7bfe-42ef-932e-f298e2406075,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,likeeee itttt,5,0,,2025-02-24 09:48:25,,,
26d3ceed-e694-49a7-b313-81300d2fceba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Suka banget baca baca kek gini 🤝🏻😋,5,0,3.5.4,2025-02-24 09:11:49,,,3.5.4
9ca7b36d-9e3c-4598-95b0-7b1e9882c3c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kebanyakan notifikasi ganggu muncul,1,1,3.3.4,2025-02-24 08:19:29,,,3.3.4
cb605a0c-3f2d-4702-b343-d75d29c2b6d8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baik,5,0,3.5.4,2025-02-24 08:13:54,,,3.5.4
e210e2d2-2038-42c5-908d-0d6fcf8a2e6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,3.5.4,2025-02-24 08:01:52,,,3.5.4
ca62882e-956b-45bb-ab9b-daa601cd65d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wowwww,5,0,3.5.4,2025-02-24 08:01:09,,,3.5.4
82ba6a81-594d-446d-808e-477924582db2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ntapz!!,5,0,3.2.4,2025-02-24 07:22:34,,,3.2.4
75e5dbc6-3958-4967-9956-d7063a34cf1c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bgs.,5,0,3.5.4,2025-02-24 07:01:18,,,3.5.4
b5e9d3a6-bda4-4135-a33e-dcb5b527d340,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,3.5.4,2025-02-24 06:30:42,,,3.5.4
4a3be953-b951-4326-8d89-5480ab9eddf0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Webtoon banyak yg hiatus... Dan hiatusnya bisa sampe bertahun2, kalo emang hiatus harus nya kasih batas jangan sampe bertahun2 dan authornya juga harus ngabarin secara berkala kenapa hiatus nya, kalo emang udh gak niat bikin komik mah tamatin paksa aja.. Bikin nyemak aja webtoon hiatus ni",1,11,3.5.4,2025-02-24 05:22:44,,,3.5.4
a60a8625-e7f7-4a97-ab59-50a48b19d419,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Minus gak ada komik Boruto two vortex,5,0,,2025-02-24 05:15:13,,,
ef02b178-618f-493e-92c4-1a0be5bbb8f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru banget bisa punya hobi baru,5,0,3.5.4,2025-02-24 04:24:01,,,3.5.4
32084697-5404-41b7-8d9e-eaad2a67d73c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the story in here is very exciting,5,0,3.5.4,2025-02-24 04:18:36,,,3.5.4
aec54404-4cc8-4286-b823-a804266fba44,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bgsu seruu,5,0,3.5.4,2025-02-24 03:39:20,,,3.5.4
4d6a3363-6ee8-48a9-a741-a0c268feef76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ceritanyah bagus dan ga ada iklan nyah jga pokonyah suka,5,0,3.5.4,2025-02-24 03:34:21,,,3.5.4
01e1e0fc-ddba-4b0c-a111-348363cd1eef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,3.5.4,2025-02-24 02:59:24,,,3.5.4
13a27e0b-8c06-48ca-86ec-7a988de34c03,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,4,0,3.5.4,2025-02-24 02:53:05,,,3.5.4
aa410367-2b9d-4017-80ea-52b6f49f17b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Suka bagus,5,0,,2025-02-24 02:22:30,,,
0aa8b141-aa5b-4f3a-b382-fe481f720fd0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"baguss bgtt woyy, kalo lagi gabut suka banget baca cerita disini",5,0,3.5.4,2025-02-24 01:54:13,,,3.5.4
ca1c02c8-ab81-40ef-b774-7e14330ccb3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ceritanya menarik dan seru untuk di bacanya. so tunggu apalagi download dan membacanya.,5,0,,2025-02-24 00:46:17,,,
6abb3ff4-3efd-4c74-bfe5-36391e41861e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lucu banget mana punya cerita si cewek kerudung jaket merahhh!!!,5,0,,2025-02-23 23:25:51,,,
a6ee0b0a-3340-47d3-a2b9-cd45ff6b57d1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruu,5,0,3.5.4,2025-02-23 23:14:27,,,3.5.4
ba0f7b6f-4438-4bd7-8d4a-ea0436f000c0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong hilangkan iklan yang tidak senonoh di akhir panel saat membaca online,1,0,,2025-02-23 19:26:18,,,
f4b81f3c-4aad-4cad-96ec-81f36a2fd78d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,not good but no bad,4,0,,2025-02-23 19:11:48,,,
cc8a6c78-e1f8-4f25-bb22-65969cb4c8cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya menggunakan aplikasi ini sejak 2017, meski lumayan da bangak perubahan yang pro kontra saya masih tidak terlalu mempermasalahkan nnya Namun ada 1 hal yang benar"" membuat saya heran, mengapa ada iklan di akhir komik yang saya baca? Terlebih iklan tersebut merupakan iklan dewasa yang vulgar dan saya rasa itu tak sepantasnya ada di aplikasi ini.",4,14,3.5.4,2025-02-23 17:37:53,,,3.5.4
f09a4633-464d-404d-bf2b-32386e7ef04f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus👍👍👍,5,0,3.5.4,2025-02-23 16:55:17,,,3.5.4
fe8b44a0-a705-4f5e-9375-409974e05dca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,3.5.4,2025-02-23 16:53:26,,,3.5.4
91629a76-e1c1-4417-8aae-836cfdfb9857,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini apk seru banget sih!! bisa mengisi waktu luang juga, dan di apk ini imajinasi kita bisa jadi nyata, banyak berbagai cerita dengan genre yang beragam.",5,0,3.5.4,2025-02-23 15:47:32,,,3.5.4
d6e25e03-c227-4221-b8a9-9c088de6e848,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sihh,5,0,3.5.4,2025-02-23 15:46:34,,,3.5.4
926d3057-6af9-4773-9d63-4ab3c357ec73,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gabut bgt anjir tapi abisin koin..,5,0,3.5.4,2025-02-23 15:15:07,,,3.5.4
d75e2160-d045-4093-9974-aec0c6511e54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gambar nya keren dan detail,5,0,3.5.4,2025-02-23 15:00:38,,,3.5.4
412b0906-0066-4429-b354-ed0789de90e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gacor,5,0,3.5.4,2025-02-23 14:29:36,,,3.5.4
19eda625-2525-4172-9e29-fadbe4b06ae9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayan lah bagus lagi,5,0,3.5.4,2025-02-23 13:36:50,,,3.5.4
83d0db77-7fb0-4da9-81b7-f506b1530800,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat suka dengan komik komik yang ada di dalam aplikasi ini,5,0,3.5.4,2025-02-23 13:28:46,,,3.5.4
ab51c075-2932-4fb9-be8c-05469202bd38,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,KERENNN GILAAAAA,4,0,3.5.4,2025-02-23 12:42:39,,,3.5.4
a83e815b-561c-4a05-836f-31093bfa13d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,asik,5,0,3.5.4,2025-02-23 12:15:27,,,3.5.4
950e53d0-716c-4976-8bf0-e3a4f2eb2a1b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk nya bagus tapi setiap ikutan quest koinny g muncul pdhl udh mncapai target,4,0,3.4.9,2025-02-23 11:58:39,,,3.4.9
58bf4e41-4e63-4c7d-8988-3da2132f1062,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wihh bagus banget aplikasi nya,5,0,3.5.4,2025-02-23 11:55:49,,,3.5.4
ed62814a-3589-4275-8a50-c5d76f41f9c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantappp sangat bagus aplikasi ini,4,0,3.5.4,2025-02-23 11:30:32,,,3.5.4
ce5aa861-d211-45e3-9833-c6635d98e8fa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pake coin² segala,4,0,3.5.4,2025-02-23 11:25:27,,,3.5.4
d040aa01-953a-4fc7-b8cd-50b7cf2255cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangatlah menarik,5,0,3.5.4,2025-02-23 11:04:29,,,3.5.4
d59029ed-4839-4240-8d0f-6300315cff94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gtw mau ksih komentar apa,tapi ini lumayan bagus sih menurut ku",4,0,3.5.4,2025-02-23 10:43:19,,,3.5.4
